CHILD,SEX,DOB,ETHNIC,UPN,MOTHER,MC_DOB
442003,1,23/12/1999,MWBA,O081186721262,,
332574,1,20/03/2008,WOTH,X052878596415,,
876951,2,29/10/2010,CHNE,X087244005379,,
840868,1,25/08/1998,WROM,K001899550353,,
777130,1,11/11/1998,APKN,N033588233674,,
347886,1,11/08/2003,BAFR,Z016680693050,,
827661,1,18/06/2011,MWBA,J044510783534,,
179316,1,15/12/1999,WOTH,G002493536609,,
156812,1,24/11/2010,BAFR,Y024236429643,,
998577,1,31/01/2004,WIRT,W059774845706,,
94341,1,20/11/2010,WROM,Y038075340362,,
871081,1,10/01/1999,BOTH,K095813543309,,
617729,1,20/06/2006,BOTH,O070449986410,,
607366,1,06/04/2007,WIRI,P080212646949,,
296198,2,04/03/2008,WROM,R033464768816,,
411472,2,01/05/2012,CHNE,G094815810773,,
198999,1,19/08/2003,WROM,J015917058718,,
404771,2,23/09/2011,WROM,G004024491758,,
39045,2,17/02/2005,WBRI,Z022947757138,,
975032,1,12/03/2007,REFU,I078550065540,,
423700,1,25/06/2004,WIRT,R088594832311,,
880857,2,16/01/2003,CHNE,O070529845559,,
229270,1,05/03/2005,NOBT,Y031996368734,,
931051,1,22/03/2003,MWBC,C016027247563,,
17440,1,24/01/1999,MWBC,M004433044599,,
471475,1,31/01/2012,CHNE,Q085035526431,,
220669,1,23/01/2007,REFU,A030305344920,,
405304,1,14/07/2005,MOTH,Y024221989749,,
848298,1,27/02/2005,MWAS,G085562751790,,
207265,2,07/01/2003,OOTH,I075547053162,,
320023,1,22/06/2011,MWBA,Z069180793671,,
305025,1,29/10/2007,WBRI,R064231957654,,
290799,1,24/05/2002,AOTH,Z057007593148,,
20222,2,16/09/2012,NOBT,T068901861817,,
491947,2,21/11/2004,MWBA,N060217767003,,
982735,1,27/01/2000,APKN,C029583977490,,
91619,2,23/12/2009,WBRI,G000575653218,,
764674,2,12/12/2004,WIRT,B056793303836,,
99548,1,17/12/2008,MWBA,H099194814527,,
317554,1,20/08/2009,BOTH,A092622350634,,
712443,2,10/11/2007,BOTH,O054889935473,,
71437,1,09/10/2004,AOTH,T032849123117,,
546264,1,24/12/2007,WIRT,I021515116608,,
190233,2,19/01/2008,CHNE,K030525034672,,
635652,1,11/01/2000,BAFR,O002025172637,,
671487,1,30/07/2006,WOTH,Y058475031024,,
330179,1,30/10/2000,APKN,J011895202678,,
130224,1,15/12/2005,WROM,J037521487153,,
220814,2,01/06/2010,ABAN,B090448558002,,
273829,1,29/05/2009,WROM,M068807794670,,
373604,1,13/10/2002,MOTH,L029894583873,,
830718,1,29/01/2005,AOTH,H003454825673,,
927959,1,07/07/2002,WROM,J059450090141,,
904348,2,29/01/2004,BOTH,N016663306443,,
595329,2,09/01/2000,MWBC,D021373765340,,
704315,2,27/06/2008,MOTH,J021157151455,,
414213,2,30/09/2003,ABAN,R005487836774,,
128548,2,18/12/2003,WBRI,G022037589782,,
38873,1,24/11/2003,BCRB,T056693574983,,
314085,1,21/04/2011,WOTH,I025437084049,,
641840,1,13/01/2006,AOTH,S068450863297,,
938310,1,26/10/2000,WIRT,A007132452631,,
352042,1,04/02/1999,BOTH,X052690520064,,
631857,2,14/06/2004,MWBC,V086381278285,,
96306,2,18/02/2003,WROM,V092792928078,,
743161,1,21/11/2001,NOBT,I064581557029,,
287033,2,21/10/2002,BOTH,U087272777001,,
611621,1,13/02/2001,AOTH,T041236848552,,
638402,2,04/01/2011,WOTH,O013839470698,,
676792,2,24/06/2011,NOBT,Y020603763289,,
992551,2,28/10/2006,ABAN,H045513349605,,
529700,2,04/04/2001,WOTH,B003348911335,,
721263,2,04/02/2012,MWBA,K008492370841,,
482736,1,28/04/2010,MOTH,O099743595701,,
319824,1,10/03/2010,WROM,I038444316849,,
736157,1,25/10/2007,NOBT,U019396339026,,
220780,2,30/12/2012,ABAN,Y044936826810,,
264883,2,08/04/2006,AIND,Y050283130247,,
196146,2,06/10/1999,OOTH,H034592120513,,
15908,1,30/06/1999,OOTH,D003665741925,,
889867,1,08/06/2004,ABAN,Q088394485747,,
716773,1,11/02/2007,BCRB,L007859812653,,
163142,1,03/03/2000,NOBT,Z076484576852,,
992053,2,01/06/2005,APKN,F068373605624,,
738897,2,12/10/2008,WBRI,I084388476942,,
728271,2,20/05/2000,WIRT,K025891184390,,
654507,1,09/10/2002,AIND,Y004870840096,,
56320,1,14/04/2005,WIRT,H079810133896,,
317291,1,03/04/2000,NOBT,A057868418595,,
79142,1,03/05/2001,MWBA,R051512056784,,
213067,2,14/12/2000,MWBC,C075686886551,,
139476,2,07/04/2008,BCRB,M009795993654,,
664449,2,03/09/2003,OOTH,P012466749257,,
347269,1,30/09/2009,OOTH,R007816430031,,
699569,1,12/03/2008,WOTH,X061005261762,,
747423,2,17/02/2000,MWAS,B037733353630,,
895478,2,22/03/2010,REFU,D022583578261,,
867119,2,20/07/2001,OOTH,Y072535213984,,
845037,2,06/03/2006,APKN,E023351097369,,
212942,1,31/08/2000,WBRI,I084453314112,,
339356,1,03/09/2008,WOTH,E015843435282,,
403963,1,16/04/2003,BAFR,X068625405606,,
614241,2,22/02/2004,ABAN,N060430865980,,
685659,1,23/12/2007,WIRT,J063769374843,,
895731,2,23/06/2005,MWAS,H046627814150,,
27091,2,09/09/2004,WOTH,N092006913054,,
538920,2,12/11/1999,MWBC,N010920310692,,
712036,2,13/10/2012,REFU,J011432187207,,
655672,1,23/02/2007,AOTH,G021578776520,,
86444,1,28/07/1999,ABAN,Q060526015943,,
978140,2,08/08/2008,CHNE,J018485098462,,
58801,2,02/12/2010,WBRI,S077877187766,,
431937,1,18/10/1999,MOTH,C074389289715,,
267534,2,25/11/2004,MWAS,M076711034888,,
140667,1,07/09/2006,MWBC,Y043482652335,,
944209,1,03/01/2003,MWAS,S026945687538,,
267893,1,30/01/2003,MWBA,R015734411189,,
613269,1,08/12/2006,ABAN,G052293242266,,
854223,2,01/01/2005,WIRI,X042933506440,,
115562,1,03/08/2006,APKN,Q089628919051,,
280820,2,08/12/2008,APKN,A023453806062,,
837026,1,21/08/2008,REFU,R023245582688,,
867447,2,11/09/2011,WOTH,T005812199616,,
183760,1,02/02/2003,NOBT,C016589498085,,
918198,2,22/10/2005,MWAS,J094229738697,,
437843,1,31/08/2000,MWAS,U043150668939,,
624870,2,22/06/2001,BAFR,Q035043804468,,
775349,1,12/11/2004,BCRB,Z096026484931,,
602336,2,25/07/2003,WIRT,F028035379858,,
179753,2,06/02/2003,APKN,R064570945595,,
899409,1,08/10/2010,AOTH,T021607522995,,
639493,2,19/11/2005,NOBT,J027956120717,,
142984,1,10/02/2001,MWBC,F091218702705,,
285956,1,14/06/2001,BCRB,M001135952650,,
866386,1,06/11/2001,NOBT,V052885435044,,
281051,2,03/02/2001,OOTH,C088810123126,,
805505,2,23/09/2004,WROM,N055787485692,,
196797,1,04/05/2010,AIND,V036041478380,,
177837,1,10/06/2007,MWBC,O026699178659,,
148398,1,16/11/2012,AOTH,T035066712651,,
32761,1,03/08/2009,OOTH,N011298900325,,
283661,1,16/10/2003,WBRI,C050668059001,,
971681,1,06/05/2004,WOTH,N014135837594,,
304335,1,19/07/2011,BOTH,W011653656615,,
267175,2,26/01/2012,MOTH,X087725852863,,
745249,2,29/11/2011,AOTH,O050517676284,,
930043,1,15/01/2011,BCRB,G057394198006,,
489236,2,11/06/2003,REFU,K015981616055,,
466926,2,26/04/2004,ABAN,I016361569088,,
822482,1,19/10/1998,MWAS,N014951776656,,
506468,2,14/10/2009,APKN,S080019244622,,
794979,1,18/08/1998,NOBT,Z087456563886,,
914606,2,21/11/2010,NOBT,P014215783253,,
523856,2,28/09/2010,REFU,T045200718059,,
574768,1,04/10/2011,BCRB,A041848116225,,
673147,1,09/05/2001,WBRI,Y053532252686,,
730073,2,23/06/2003,MWAS,Z052749760445,,
447925,1,10/10/2007,WIRI,G090427996056,,
397634,1,25/07/2007,MWAS,F060896428756,,
636164,2,13/01/2003,AIND,D087782510526,,
151431,1,20/09/2002,MWAS,G079449688703,,
800437,2,11/02/2002,MWBA,U025095899178,,
479290,1,14/02/2001,WBRI,B018978155804,,
194887,2,05/02/2008,MWBC,Y075685700645,,
61149,2,02/07/2002,APKN,W075501353833,,
508160,1,12/03/2009,BCRB,J021623669106,,
837134,2,16/10/2005,MWAS,D059732647624,,
662938,2,28/01/2002,WIRI,Q044272957380,,
855252,2,25/11/2009,MWBA,L011433206906,,
602473,2,29/04/2009,ABAN,H090832337831,,
466235,2,18/04/2010,WOTH,T053970008083,,
716133,1,21/01/2006,WIRT,K066660598328,,
666462,1,05/12/2005,NOBT,Q074693755743,,
786311,1,30/07/2007,MOTH,U094300037549,,
712663,2,13/02/2005,WIRI,T057333192044,,
630417,2,21/10/2001,WOTH,O025226270976,,
632279,1,23/02/2011,BAFR,A040070437789,,
399137,2,25/07/1999,OOTH,I047962599318,,
181268,1,08/08/2009,ABAN,Z025716158663,,
373438,2,17/09/2003,CHNE,Q065576635817,,
50395,2,28/10/2002,CHNE,B002235922285,,
534105,2,19/08/2009,MWAS,R032676966381,,
318643,2,19/06/2000,MWBA,Y044671877260,,
851946,2,31/12/2012,MOTH,T087001987526,,
724095,1,22/05/1998,CHNE,I082002220753,,
82772,1,04/04/2008,WIRI,Q059216352276,,
869873,1,27/05/2012,MWBC,V029169266539,,
911351,1,16/10/2010,AOTH,Y042429439401,,
74948,1,07/06/2011,BCRB,Y011621373636,,
629383,2,21/03/2011,WIRI,D040594293323,,
532114,2,31/03/2001,NOBT,K093139673584,,
548544,2,30/06/2005,MWAS,G090148181649,,
187154,2,18/11/2003,MWAS,K057343694082,,
907724,1,16/09/2001,CHNE,C015281053572,,
467178,1,17/09/2008,MWBC,W007055304568,,
82922,1,06/04/1999,CHNE,T055827195279,,
226551,2,24/06/2009,WROM,R027860341953,,
214009,2,16/02/2008,APKN,K066776037195,,
229115,1,11/09/2009,AOTH,H086841367321,,
662985,1,01/09/1998,BOTH,S094903776529,,
720197,1,23/12/2005,AIND,P054131761359,,
992548,1,18/12/2010,WOTH,A075882214881,,
29152,1,09/02/2002,WROM,L096053114305,,
426373,1,15/09/2005,ABAN,C092158390300,,
190262,2,10/10/2007,BAFR,B098189469520,,
473584,1,12/05/2005,WIRT,H036886147648,,
606165,2,23/08/2008,APKN,G099618993969,,
445537,2,05/02/2009,AIND,E054056383129,,
324062,2,19/02/2011,WOTH,W093793276960,,
672110,1,10/09/2004,MWBC,U059117455049,,
29970,2,27/02/2012,REFU,C090612475713,,
695878,1,02/05/2005,APKN,U069282721967,,
198990,2,28/05/2003,BCRB,G016717190851,,
671492,2,04/05/2002,REFU,D076297567265,,
589935,2,18/12/2012,MWBA,H036364418843,,
611455,2,21/10/1998,BAFR,O080596278012,,
261179,2,01/03/2003,WIRT,G086959397945,,
329817,2,07/04/2010,ABAN,J051562260456,,
415480,1,24/05/2000,BOTH,Y009860779135,,
393157,2,12/07/2011,AOTH,D049021995388,,
320007,2,05/07/2010,WOTH,L066058814248,,
496901,2,21/03/2009,WBRI,Q024752650761,,
810767,1,14/02/2005,CHNE,C011957404452,,
903935,2,11/11/2006,REFU,F005828116284,,
961482,2,30/11/2000,WIRI,G010831881745,,
843753,1,08/09/2012,NOBT,B017109566499,,
151975,2,13/02/2008,WIRT,Y059268803091,,
912997,1,07/05/2008,BCRB,S098565728804,,
797219,1,28/03/2009,WIRI,F035468568647,,
249673,1,01/06/2001,APKN,G075312528246,,
503011,2,30/12/2006,WBRI,R077085451504,,
61099,1,10/09/2008,WIRI,L089249889093,,
38053,2,16/06/2000,WIRI,Q044628181984,,
135563,1,07/04/2012,BOTH,K040936271798,,
873298,2,11/11/1999,OOTH,N031100071307,,
214354,2,20/05/1998,MWAS,B053918407075,,
821574,2,13/03/2001,REFU,U018481828604,,
513283,2,25/12/2008,ABAN,D015009517965,,
743566,2,30/07/1999,REFU,C016162199983,,
115503,2,01/05/2003,WOTH,E087577738979,,
416555,2,13/09/2000,AIND,R021000439678,,
180980,2,23/03/2004,MWAS,L027177254122,,
2078,1,04/11/2003,BAFR,L069193380326,,
461540,2,29/09/2010,MWBC,Z093953751162,,
174489,1,02/12/1999,MWAS,H044174580277,,
134425,2,01/06/2007,ABAN,Q040158872518,,
109083,1,29/01/2004,BOTH,U077947381452,,
555213,2,17/06/2007,WROM,E046313012073,,
792033,1,17/10/2001,AOTH,W094781431384,,
679141,1,11/10/1998,BCRB,L031665844588,,
365290,2,10/08/2011,ABAN,X096822225062,,
229563,1,05/10/2010,WROM,P041720053645,,
872860,2,23/02/2010,CHNE,N047817781370,,
731507,1,03/10/2010,WIRT,A032169948529,,
237898,1,07/11/2005,NOBT,K075196839342,,
421813,2,28/01/2006,AOTH,I089832455504,,
923868,2,11/01/2009,WOTH,G093902444708,,
239264,2,03/05/2002,AIND,L081119750253,,
814271,1,08/01/2008,NOBT,H023945668437,,
268151,1,01/09/1999,BAFR,H061489867948,,
325096,1,06/07/2006,AOTH,Q020364991464,,
296961,1,24/06/2007,WOTH,W070293771062,,
186784,2,06/10/2008,MWBA,W070597478722,,
978413,1,24/05/2002,MWAS,P015712349381,,
336172,2,04/03/2005,OOTH,F019084011274,,
885102,1,16/05/1999,REFU,T041145767862,,
908289,1,29/12/2006,BOTH,K023367740655,,
325491,1,18/07/2012,MWBA,B025625903510,,
681413,1,28/07/2010,MWBA,O026208366458,,
140144,2,03/09/2002,BAFR,K018925891133,,
188773,1,04/12/2005,AIND,T045075309952,,
573749,2,22/08/2005,NOBT,E023165108196,,
722224,2,03/11/2008,WBRI,N037084492834,,
398341,2,20/06/2003,WIRT,T038720194561,,
177481,2,25/11/1998,WBRI,P016555178380,,
122795,2,24/09/2007,CHNE,A061040313483,,
511593,1,13/11/2012,WBRI,L079549361748,,
966353,1,16/01/2010,WIRT,N073275353200,,
980731,1,20/05/2011,MWBA,U002297523881,,
26624,1,11/11/2010,BOTH,A017206099350,,
515676,2,30/06/1999,AIND,C020258937731,,
966495,1,24/08/1999,WOTH,H044925564616,,
251124,2,26/11/2009,BAFR,V012564192649,,
98890,2,10/03/1999,BAFR,F007324971906,1,07/01/2013
527915,2,05/10/2009,ABAN,N090022315070,,
45438,1,12/06/2000,REFU,A042670166333,,
75846,2,03/06/2007,BOTH,R008467354893,,
714598,2,18/08/2004,BAFR,J067400613801,,
520506,1,10/02/2001,REFU,S038555925225,,
344794,2,09/06/2003,BCRB,P064239433557,,
703173,2,20/07/2011,BAFR,X021280527075,,
73023,2,12/04/2006,AIND,E048277476577,,
556538,1,07/04/2008,MWAS,P004167324245,,
818391,1,17/05/2006,WIRI,I041846445842,,
799381,2,16/04/2005,MWBA,S093770201986,,
332641,1,01/07/2009,WIRT,K017525265836,,
6183,1,26/01/2007,MWBC,U004366668877,,
911249,1,21/07/2010,WOTH,X069698413205,,
180143,1,17/08/2005,BAFR,C030582961356,,
151721,2,31/07/1999,WROM,P083975364121,,
586545,1,30/07/2001,BAFR,R071557876040,,
950061,1,28/04/1998,APKN,N069977528329,,
539092,2,17/07/2004,WOTH,I088898244465,,
617215,2,11/05/2003,WBRI,C036404344186,,
814705,1,14/09/2004,WIRT,C067397473966,,
952262,2,10/12/2002,WBRI,T010328156192,,
396805,1,14/12/1998,NOBT,G064008294457,,
784779,1,31/05/1998,WIRT,Y034121002315,,
864575,2,03/10/2003,NOBT,F092632466291,,
370191,1,06/12/2009,AIND,F078555456658,,
991095,1,19/08/1998,NOBT,E047575388210,,
929266,2,31/07/2008,CHNE,Q025299049928,,
463739,2,12/03/2005,BAFR,V056272603632,,
606686,2,19/07/2001,MWBA,J056333608851,,
772390,2,09/10/2006,AOTH,A091490118413,,
66440,2,05/12/2000,WIRI,B006406297748,,
984836,1,11/03/2000,MWBA,U040297345180,,
449571,1,30/07/2010,WOTH,D079228934243,,
422855,1,13/01/2006,ABAN,H003266670656,,
272616,1,30/10/1999,WIRT,J052757733284,,
197989,2,31/01/2000,BOTH,A032251439765,1,09/12/2017
460461,2,03/01/2002,CHNE,P047221193876,,
258950,2,26/09/2006,WOTH,X076767558722,,
584939,2,25/05/2000,AOTH,E093348827279,,
845107,1,11/07/2011,AIND,D018118899457,,
352448,2,26/08/2002,AOTH,P003907850645,,
755685,1,09/01/2011,MOTH,L028715942108,,
252428,1,23/01/2004,WOTH,E097776749154,,
499977,2,05/01/2003,MWBC,C094397809809,,
720179,2,19/10/2012,MOTH,M003984712445,,
617348,1,16/08/2006,CHNE,K070624604972,,
197852,1,05/11/2004,WIRI,Y016898018988,,
845534,1,16/01/2010,NOBT,I090151961348,,
387324,2,10/11/1999,BOTH,J031465962986,,
526577,1,13/06/2009,AIND,X053743320006,,
491339,1,14/08/1998,APKN,O089374168205,,
657261,1,05/01/2003,BOTH,J011743863171,,
447794,2,11/12/2012,AIND,G056807754871,,
535045,2,13/09/2009,APKN,N093567878190,,
672546,1,07/12/2004,AOTH,U012404884349,,
323011,2,03/08/2002,BCRB,Q024026553236,,
605694,2,17/12/2000,BCRB,J097493349278,,
814005,1,30/04/2004,BCRB,L018622140674,,
732593,2,14/02/2009,REFU,I093861256267,,
746132,1,10/07/2001,CHNE,X002693614730,,
934981,2,28/04/2012,BAFR,I006526771380,,
616172,2,08/07/2002,WIRI,T024318724100,,
253167,1,02/12/2000,AOTH,X039281380456,,
299238,1,25/03/1999,NOBT,E060295072805,,
38698,2,08/05/2007,WIRI,X031412722883,,
116661,1,04/05/2002,AOTH,X011947565837,,
126670,1,07/01/2000,WOTH,F074771455536,,
780745,1,27/05/2009,MWBC,A066751073654,,
793532,2,11/05/2000,WIRT,Q021548255484,,
218002,2,01/10/2001,OOTH,R060460150328,,
153237,2,12/06/2009,WIRT,M018933421220,,
230698,1,27/01/2012,AOTH,Y015295505748,,
470675,1,02/01/2009,BOTH,P073055903065,,
936713,1,21/12/2006,WIRI,J091815316971,,
377875,2,25/06/1998,AIND,B019771000116,,
777233,1,30/12/2006,WIRI,C080151645757,,
937950,2,25/12/2011,AOTH,I085307263483,,
228237,1,17/12/2008,WOTH,J040627767129,,
937477,2,04/05/2009,BAFR,C081189305812,,
246488,2,06/11/2010,NOBT,K069037484829,,
143356,2,15/10/2009,AIND,U019157373225,,
187453,1,18/07/2000,WIRI,M038410323721,,
912617,2,22/04/2001,MOTH,O063700774342,,
983667,1,10/03/2004,MWAS,U000599205161,,
359742,2,10/07/2003,WROM,R072564187553,,
742853,1,21/01/2003,APKN,D000882571776,,
14967,1,27/07/2009,BOTH,A076389380556,,
416079,2,28/07/2012,MWBC,W023194990047,,
280526,1,28/08/2008,WIRT,B060184765449,,
777366,2,05/04/2003,MWBA,J043378079458,,
983486,2,06/12/2001,APKN,S023859619417,,
60170,2,28/05/1998,WOTH,R066885716034,,
802043,2,10/06/2002,ABAN,O068954800929,,
31629,1,22/12/2007,ABAN,I093528545657,,
124954,1,08/09/2005,WOTH,D046173661493,,
206277,1,31/07/1998,WIRI,Y032503235794,,
283004,1,04/11/2001,AIND,U087240100353,,
818058,1,25/05/1998,AOTH,T076953864541,,
288763,1,26/12/2001,WIRT,G004964551747,,
529173,1,16/11/1999,BOTH,G066041394376,,
800263,2,07/12/1998,MWBA,O001728924500,,
516431,1,21/05/1999,WIRI,M021298101818,,
397435,1,25/01/2004,MOTH,N068945639346,,
482705,2,24/01/2005,WOTH,F077706927708,,
566436,1,29/06/2003,CHNE,H090473893443,,
702181,1,06/05/2003,MWAS,D093576860046,,
424267,1,13/07/2009,WBRI,S022990822259,,
108939,2,11/07/2000,MWBA,W022656826619,,
257734,1,16/08/2005,WBRI,X088306724870,,
47940,1,24/05/2005,BOTH,V041409876900,,
879315,2,26/03/2009,BAFR,T085582488255,,
391999,2,02/03/2008,AOTH,K063082460947,,
941679,1,21/04/2001,AOTH,C064292602276,,
445072,1,31/10/2011,BOTH,Z005764663500,,
941020,2,11/10/1998,BAFR,B046768655676,,
151945,2,24/04/2012,BCRB,S018749859107,,
41206,1,21/11/2000,WOTH,K000429710444,,
450968,1,16/11/2009,MWAS,B061917535690,,
527372,2,18/12/2001,AOTH,B082329744337,,
236500,1,03/10/2003,MWBA,N073410968869,,
309252,1,24/06/2002,MWAS,E037283219886,,
902491,1,13/01/2002,WIRI,F070998355510,,
178617,2,26/08/2000,ABAN,K019231220548,,
215252,1,25/06/1999,BOTH,N024278103590,,
160468,1,18/01/2003,AOTH,O087168208704,,
175861,1,02/03/2004,BAFR,F050648779210,,
448282,1,24/12/2007,NOBT,L047599974902,,
881061,2,27/11/2001,APKN,F024835494160,,
171814,1,09/12/2012,AOTH,L061139927207,,
999545,1,02/10/2008,WOTH,M037592997363,,
458755,2,30/12/1999,MWBA,I088789050843,,
277864,1,29/12/2008,AOTH,A008496985011,,
653694,2,21/05/2012,ABAN,M093985847661,,
264550,1,29/06/2012,ABAN,R046703144019,,
236015,1,11/01/2006,BCRB,U037982306335,,
556879,1,26/08/2010,WROM,Z047698464313,,
928,1,02/11/2005,APKN,E055049061026,,
160403,2,17/08/1998,CHNE,B021563101615,,
375991,2,30/10/2002,MOTH,U047512138438,,
319967,1,26/07/2004,NOBT,U031309873152,,
308164,2,18/10/2007,APKN,E035466778377,,
522238,1,12/12/2004,AOTH,L070797989912,,
666067,2,15/11/2000,WROM,Y057956087403,,
513479,2,17/02/2000,BCRB,H024152027573,,
562705,2,04/05/2000,WROM,X075861855432,,
780927,1,01/01/2003,WIRT,E061900227670,,
511523,2,01/10/2011,APKN,I062971560507,,
977589,2,29/11/2005,REFU,F050247987200,,
792832,2,03/10/2002,APKN,A066187472459,,
786152,1,12/01/2000,MWBC,V009866711369,,
977329,1,12/02/2003,CHNE,V073281378911,,
937281,2,18/05/2002,BCRB,S078930940378,,
283715,1,15/10/2007,AIND,J022884987979,,
340352,2,10/03/2012,WOTH,K065648952235,,
992139,1,23/04/2006,WROM,C030513519506,,
222971,2,02/06/2009,ABAN,X054422519042,,
979883,1,21/11/2011,NOBT,D064913553323,,
233878,1,10/11/2010,MOTH,Y040196849879,,
591947,2,20/05/2002,AOTH,Y045509030274,,
585311,2,05/07/2001,WOTH,Y007194390615,,
708527,1,23/01/2005,BCRB,Q005836220217,,
752262,1,26/10/1999,MWBA,V004206690548,,
490381,1,15/10/2009,WBRI,K026306891632,,
917536,1,29/05/2006,ABAN,S082779827554,,
613493,2,04/04/2004,APKN,I062020966063,,
343871,2,19/06/2000,MWBA,C063633912414,,
677371,1,06/02/2009,APKN,A006637168151,,
754557,1,29/03/2002,WBRI,J063718616055,,
34574,2,05/10/2007,APKN,F081792530093,,
85498,2,04/07/1998,MWAS,S012233040705,,
141924,2,18/07/2012,MWAS,G089054419236,,
15795,2,25/04/2006,APKN,Z087284439282,,
809981,1,12/12/2004,WBRI,E047834599382,,
208321,1,08/11/2003,ABAN,T001507706522,,
940600,1,01/08/2000,NOBT,B052553000364,,
58023,2,30/06/2008,MOTH,R021362408927,,
115181,1,22/02/2012,WOTH,E027169271751,,
435274,1,21/03/2012,BAFR,Z054759557370,,
672162,1,02/01/2000,APKN,Z021440747758,,
998038,1,12/03/2012,CHNE,A015582914457,,
519062,2,20/07/2007,MWBC,G013335455910,,
795055,2,03/07/2009,ABAN,J074281295607,,
443766,2,14/09/2012,BCRB,E033943398735,,
52617,2,04/01/2008,AIND,S043593697803,,
340389,2,03/08/1998,BOTH,Q073890532417,,
909858,1,24/01/2000,NOBT,I051456048986,,
413288,2,06/07/1999,AOTH,A071731527186,,
400719,2,29/10/2000,MWBC,Q090958994506,,
133705,2,24/09/1999,ABAN,Z012674838003,,
269592,2,13/08/2012,NOBT,H073761886354,,
952405,2,05/07/2006,AOTH,W064111466750,,
565995,1,29/05/2003,OOTH,H035606544277,,
718627,1,29/05/1998,BOTH,P012177647259,,
413397,1,18/10/2002,APKN,L035647370341,,
871834,2,28/01/1999,OOTH,Y045736820739,,
633992,2,08/12/2011,WROM,M006095905477,,
179975,1,12/11/2002,WIRI,J009066176461,,
706598,2,21/09/2008,REFU,F015347303198,,
673121,2,05/07/2000,BOTH,P095210283893,,
280448,1,12/09/2010,ABAN,Q071513226681,,
768535,2,11/03/2009,CHNE,B094191660167,,
395951,2,04/08/2010,APKN,F007988854616,,
939577,1,17/05/2009,REFU,X035323947283,,
411242,2,16/10/1999,BAFR,Q067995811594,,
961548,1,16/03/2001,MWAS,P056891631793,,
811402,1,18/09/2007,CHNE,I085039291169,,
425699,1,18/04/2009,MWAS,A084411311128,,
948353,2,14/06/2001,WBRI,G030812749953,,
501652,1,02/11/2002,WIRT,Y045638267281,,
944767,2,11/10/2008,ABAN,T013233388315,,
425313,1,14/11/2001,WIRI,N035367033532,,
264441,1,23/03/2005,MWBC,Z036131484127,,
122969,1,01/12/2001,APKN,R092930917299,,
831205,1,02/05/2001,ABAN,O027581820543,,
542381,1,26/10/2007,MWBC,O030248706542,,
449974,2,02/04/2011,WROM,Q079237964737,,
667566,1,05/08/2012,OOTH,T035595594538,,
936423,2,27/06/1999,AIND,A010446768339,,
341710,1,11/06/2007,MWBC,U091646033862,,
184741,2,15/08/1998,WIRI,Z044595775008,,
740868,2,10/01/2000,MWBC,B021368318874,,
753214,2,04/04/2011,WROM,V082458945633,,
666707,2,15/03/2009,OOTH,V086677472934,,
144949,2,02/04/2001,WOTH,O048386612861,,
467319,2,06/06/2000,WIRT,M050528074362,,
828101,2,31/05/2002,OOTH,A006211282861,,
74337,2,23/12/1999,APKN,F089526890249,,
435243,2,08/07/2011,BOTH,L013923739077,,
671353,2,20/08/2010,MWBA,K030324379939,,
331913,2,15/12/2009,CHNE,J087529198033,,
221545,2,30/07/1999,MWBC,O013436826618,,
38994,1,02/08/2008,BCRB,D036749451064,,
656611,2,17/09/2007,APKN,B059278756821,,
484656,1,22/09/2008,BCRB,L073208233706,,
90090,1,12/04/1999,REFU,J022377875359,,
80010,2,10/06/2001,MWBC,G072422775435,,
964891,2,06/10/2009,WROM,Y071951517225,,
182899,2,21/10/2010,ABAN,V096967298459,,
164894,1,30/10/2011,OOTH,R047047924060,,
542836,1,20/06/1999,MWAS,U079041617298,,
553802,2,27/05/2009,OOTH,K018012389967,,
912308,1,02/05/2009,AIND,M022827274838,,
907854,1,29/12/2005,APKN,P026796926720,,
797759,1,08/03/2006,BAFR,Y081776862151,,
902679,1,03/08/2006,WIRI,H069173680132,,
674005,1,05/01/2004,WBRI,T087970051082,,
734339,2,23/05/1998,WIRI,P069318847581,,
324197,1,24/02/2006,AOTH,Q004830637063,,
307474,2,07/06/2000,WOTH,M048559729003,,
349374,1,01/07/2006,WIRI,X093941462785,,
832167,2,03/07/2006,WROM,Y081899681791,,
281623,2,21/03/2005,WIRT,X001803864168,,
6685,2,17/12/2007,APKN,V005284533030,,
976382,2,26/05/2004,APKN,O030839517013,,
45013,1,19/07/1998,BOTH,C002544879913,,
573991,1,12/08/2010,APKN,C076304562099,,
