pupilonrolltableid,NativeId,dob,surname,forename,middlenames,preferredsurname,formersurname,upn,formerupn,uniquelearnernumber,sex,entrydate,pupilonrollorderseqcolumn,sourceid,schoolcensustableid,hoursatsetting,schoollunchtaken,parttime,topupfunding,unitcontacttime,termlysessionspossible,senunitindicator,resourcedprovisionindicator,moveoffrollflag,fundedhours,missingaddress,duplicatenotfunded,extendedhours,eligibilitycode,dafindicator,ethnicity,yssa,servicechild,language,classtype,enrolstatus,boarder,plaa,senprovision,ncyearactual,eyppr,eyppbf,youngcarer
4c639c04-12c,SCH2,2014-Mar-09 00:00:00,SUR7280,FOR7508,MID2332,PSUR7326,FSUR4769,030b2d0e-27d,b647bcd3-1c4,a9724023-d,M,2024-Dec-22 00:00:00,1,926878eb,a26d3bd7,821.0,True,False,False,,128.0,False,False,d1d29475,5.0,7726d3d2,100de964,,,,MWCH,,Y,ENG,,M,,G,,2,,,
4c6690dd-26a,SCH7,2018-Aug-21 00:00:00,SUR2049,FOR2033,MID3908,PSUR3654,FSUR7017,1426c907-e9e,11c53d3e-aba,06d55f3c-c,M,2018-Oct-27 00:00:00,1,b5961e33,8d925745,759.0,True,,False,,126.0,False,True,5a21152a,,4fda1529,ba305089,,,,OOTH,,,TRI,,,N,A,E,12,No,,
4c6ab39f-26a,SCH5,2010-Jan-15 00:00:00,SUR9144,FOR8356,MID6850,PSUR7789,FSUR3496,7afc065f-a04,8f620fa8-81a,824127fa-1,M,2024-Feb-12 00:00:00,1,f8916732,c986874b,790.0,True,False,False,,138.0,True,False,412d6236,,864b03a7,1722f17d,,,,ABRI,,,CYM,,M,,,P,6,,RE,
4c6ac4ee-b5c,SCH4,2018-Aug-15 00:00:00,SUR9807,FOR7188,MID8029,PSUR2542,FSUR7622,035418b5-a1b,cfd48870-b9b,a5035d17-d,F,2020-Sep-18 00:00:00,1,9b7cd2e3,248f1696,741.0,True,True,False,,126.0,True,False,8f196d6a,,2451b6bf,072be5d4,,,,REFU,,,CYM,,,,,,E1,,,
4c6c678b-e0c,SCH1,2015-Nov-28 00:00:00,SUR6376,FOR8140,MID5241,PSUR2684,FSUR7563,03e90379-527,6198f159-104,a0c214d1-0,F,2022-Jun-26 00:00:00,1,9e9dc481,898f950c,767.0,True,False,True,,135.0,False,True,8b1491f2,,ed8d8345,6b12b9d5,,,,WOWB,Yes,,,,,N,,E,N2,,,
4c9c812c-5f8,SCH4,2017-Feb-25 00:00:00,SUR1160,FOR9794,MID6545,PSUR6775,FSUR4420,935e41b4-608,d3a1ecfa-2f3,5ad56a6e-0,F,2023-Oct-28 00:00:00,1,38715447,1f4377d8,722.0,True,False,False,,131.0,True,True,5381c694,,4fec4487,d5189944,,,,,,N,ENG,,S,,,,14,No,,
4c9cf993-2b7,SCH1,2014-Dec-25 00:00:00,SUR3642,FOR5113,MID2024,PSUR7381,FSUR4480,c72975f0-9bd,f3492a5c-ea0,b86f4dae-b,M,2023-Oct-26 00:00:00,1,b655b026,1a296421,731.0,,,False,,129.0,True,,2f32792e,4.0,b2292e8f,491afd8d,,,,WALB,,,GAL,,,,,,7,No,,
4ca061d8-1b0,SCH2,2014-May-20 00:00:00,SUR1726,FOR6708,MID8572,PSUR1922,FSUR6490,da71e3f8-fd3,4a0498ad-b13,9fc0f694-e,F,2023-Nov-06 00:00:00,1,728f76f7,5ca2fc74,792.0,True,False,False,,133.0,,,47627f55,,57dba36c,795a4124,,6.0,,MOTH,,,ENG,,,,N,S,2,,,
4ca10a0c-55a,SCH1,2018-Nov-13 00:00:00,SUR5964,FOR3866,MID5093,PSUR9861,FSUR4348,23185e8f-588,72cf6a2e-dbc,17a6e3f6-e,M,2022-Mar-06 00:00:00,1,22641566,b54569e9,826.0,False,False,False,,124.0,True,False,a4f605c1,,3742ac61,c0b90a50,,,,BBRI,"Sought, no reply",U,ENG,,,,C,,E1,,,
4caa4107-e53,SCH7,2008-Apr-12 00:00:00,SUR3989,FOR3381,MID4421,PSUR7148,FSUR8067,cbdb1630-2b3,f5e08dcb-fb0,5a99cf36-3,F,2024-Aug-29 00:00:00,1,fdd03d2b,b7f88cec,786.0,,True,False,,128.0,,True,2e4ad819,,440ab86e,47b28a2b,,,,OKOR,"Sought, no reply",,ENG,,,,,,6,,,
4cb16ec9-8a8,SCH8,2016-Dec-09 00:00:00,SUR6657,FOR3577,MID7524,PSUR9833,FSUR4601,94a20e48-cf7,ee4ae8ba-36f,c89597c4-d,F,2018-Dec-27 00:00:00,1,4637a26e,d3822774,755.0,False,False,,,135.0,False,False,b51f16be,,f36f886a,593e7b32,,,False,BSLN,,,ENG,,F,,,K,9,,,P
4cb737db-d45,SCH4,2018-Aug-15 00:00:00,SUR8542,FOR2823,MID1575,PSUR2554,FSUR7412,110f6aaa-88f,a82a557f-a25,2ecd6c7d-8,M,2024-Sep-26 00:00:00,1,863872cd,8777fd73,774.0,True,True,False,,127.0,False,False,03d74b8d,,0b213754,9ddc2c00,,,,WSCO,,,ENG,,S,,G,,E2,No,,
4cbb2c51-a1b,SCH4,2014-Dec-11 00:00:00,SUR1864,FOR9714,MID9170,PSUR6953,FSUR1014,837254bf-ca3,69ddfcf3-f3d,8b06a04f-d,M,2024-Jul-14 00:00:00,1,61238d2e,0f644191,739.0,,False,True,,126.0,False,False,8efecabd,,5cb81eb6,9c7629e7,,,,COCH,,,GAL,,,,C,,7,,,
4cc163e1-a77,SCH4,2011-Jun-17 00:00:00,SUR7347,FOR3023,MID7704,PSUR1793,FSUR5581,cd195a0c-c86,a88dc016-2b6,05ba70a9-b,F,2024-Mar-04 00:00:00,1,ed78c30c,24eca6c2,791.0,True,,,,140.0,False,False,4763e7bb,,bd8fd7c5,70657638,,,,OLIB,"Sought, no reply",,ENG,,,N,,N,8,Yes,,
4cc48b7a-da3,SCH6,2011-Mar-21 00:00:00,SUR3279,FOR3895,MID5362,PSUR8955,FSUR6250,dc87317d-2bc,00cc162c-289,4b9b0dfc-7,M,2022-Sep-16 00:00:00,1,28ef232e,e3ed3b67,787.0,True,False,False,14.0,123.0,False,,1e8f9b40,,d8acce50,ba63ad0d,,4.0,,WBOS,,,,,F,,,N,4,No,,
4cd00251-3b2,SCH4,2010-Apr-02 00:00:00,SUR5962,FOR8657,MID4630,PSUR7308,FSUR3638,daa3cac2-041,09ad8e07-e42,34f95044-f,F,2022-Nov-22 00:00:00,1,aee5064c,52d1fa9d,748.0,True,,False,,131.0,False,False,9917ffd5,,494fc3ae,852edc22,,,False,WBRI,Yes,,ENG,,,,N,,13,,RE,
4cd1b68f-a11,SCH5,2012-Nov-15 00:00:00,SUR9725,FOR7086,MID3069,PSUR8686,FSUR5634,7ec6abe9-ead,56577726-86a,b86b64d2-d,F,2024-Jul-02 00:00:00,1,f11a1d94,1d325a19,803.0,False,False,False,,131.0,True,False,df71d212,,583e253d,b2abeb3e,,,,WEUR,No,N,ENG,,,,,,E2,,,
4cd92e94-531,SCH4,2009-Jul-04 00:00:00,SUR9953,FOR7579,MID8513,PSUR7709,FSUR6412,feb53aeb-cd0,fb483254-7aa,e297fcad-9,M,2022-Oct-13 00:00:00,1,95f0f421,91901802,762.0,False,True,False,,118.0,False,False,4d5c503c,,54d36400,e3924339,3.0,,False,MWCH,,,ENG,,C,,N,,M,,RE,
4cddb9a4-b4b,SCH2,2013-Jul-13 00:00:00,SUR3504,FOR5495,MID2801,PSUR7339,FSUR2661,fa9792a2-f49,cdc2c085-aed,0f6a8136-9,F,2024-Sep-06 00:00:00,1,941a8aab,4aa11c2c,758.0,True,False,False,,132.0,False,False,c3350573,,f3134255,56bd7d67,,,,OAFG,,,ENG,,,,,E,5,,,
4ce62c65-527,SCH2,2015-Nov-12 00:00:00,SUR2597,FOR9101,MID4891,PSUR5053,FSUR3042,2f5ee05f-cb0,38b5d57b-37b,dbbee1b8-0,F,2018-Sep-28 00:00:00,1,e69857e4,73b8dc1a,738.0,True,False,False,,131.0,True,False,10003153,10.0,83c36431,ec7e73f1,,,False,BEUR,,,ENG,O,F,,R,S,N2,,,
4ce67d50-e60,SCH5,2008-Mar-06 00:00:00,SUR5209,FOR9490,MID9764,PSUR8986,FSUR4707,08a7e86c-ea7,b03b0511-e25,8bde0e31-b,F,2020-Sep-01 00:00:00,1,78ada1fb,d9b1f893,810.0,True,True,False,,133.0,False,False,0085cbbb,,8fe5afbb,55fc2b66,,,True,MWBA,,,ENG,,,,R,,7,No,,
4ce8d6a0-df2,SCH1,2012-Feb-05 00:00:00,SUR9996,FOR8427,MID9512,PSUR9765,FSUR2356,98afca88-c7e,bf112d85-885,5e1ea609-0,M,2020-Jan-15 00:00:00,1,47066d3f,51960691,761.0,True,True,False,,129.0,False,False,107253e4,4.0,923c304f,c5302c4f,,,False,BEUR,,,ENG,,M,N,R,,10,Yes,RE,
4cf814a6-a9d,SCH6,2011-Dec-12 00:00:00,SUR2058,FOR8822,MID7086,PSUR4297,FSUR6629,6a3dee8f-e1e,a5f84c84-fbc,15fed3e2-e,M,2024-Oct-10 00:00:00,1,2ff52814,5aa294b0,731.0,True,,,,137.0,False,False,9565aeef,,c821ee31,80052409,,,False,WROR,,,,,O,,,K,2,,,
4d0aeb90-c7c,SCH6,2014-Apr-16 00:00:00,SUR3728,FOR2550,MID7329,PSUR8433,FSUR2519,f9af4b25-4bf,5b1c070c-587,771bf4df-6,M,2024-Apr-17 00:00:00,1,5b8d945c,c0f04d09,776.0,True,,False,,131.0,False,True,eeeed261,,945c2fa7,1f50afac,,,,MWAO,,,CYM,,,N,,A,6,,RU,
4d15a4d3-aaa,SCH6,2013-Feb-03 00:00:00,SUR7264,FOR8012,MID2740,PSUR9527,FSUR1330,44c2f7d9-005,5b428d3b-9b4,1f9ca9e2-8,M,2023-Apr-04 00:00:00,1,64862097,1c006a9d,779.0,False,False,False,3.0,133.0,False,False,808a60ea,,3db55662,e4df9ab4,,,False,AOTA,No,,ENG,,S,,,,14,,,
4d1b0374-42f,SCH5,2010-Aug-08 00:00:00,SUR9120,FOR2709,MID4408,PSUR3802,FSUR1082,2ab09066-35b,c5d7dcf7-79b,bda7cfba-0,F,2023-Aug-08 00:00:00,1,bead2f15,425fb695,765.0,True,False,False,11.0,134.0,True,False,e62138e6,8.0,2dacc012,3979b8ab,,,,WNIR,,,ENG,,,,,,14,,RO,
4d1d4507-b2f,SCH5,2013-Jul-28 00:00:00,SUR1843,FOR9165,MID5016,PSUR3841,FSUR4811,722ec6a7-d6f,bc58f95f-863,6ef9f28f-5,F,2019-May-23 00:00:00,1,c97808e1,a299495c,790.0,False,False,False,,130.0,False,False,0a2e5071,,f60ad7a3,f27293c5,,,,AOPK,,U,ENG,,M,,,,N2,Yes,,
4d23d034-0ab,SCH7,2010-Jun-28 00:00:00,SUR8848,FOR5052,MID4087,PSUR4468,FSUR5036,8ed5dc2d-6d6,0b75dd50-66d,61955a38-e,M,2021-Feb-05 00:00:00,1,a374609d,790f85f0,738.0,True,False,,,131.0,False,False,03ae5293,,0ec0916d,fdf29b88,,,,WALB,,,ENG,,S,,C,,E1,,,
4d275902-63d,SCH8,2014-Mar-15 00:00:00,SUR2916,FOR3175,MID9876,PSUR5752,FSUR5607,b9cbdfa1-224,d69414c7-bd3,701c3ade-f,M,2024-Nov-02 00:00:00,1,88f8b9c2,387acf96,803.0,True,False,False,,130.0,False,False,70ee92e5,,35352215,8db2561d,7.0,,,OYEM,No,,PNJA,,O,,,,1,,,
4d2c2c0d-9bd,SCH3,2019-Oct-15 00:00:00,SUR3768,FOR8014,MID9851,PSUR9814,FSUR2395,a5f59547-9d9,9e5f6148-e45,cf51a0ba-0,F,2024-Oct-06 00:00:00,1,494842b8,3d78c123,756.0,True,False,False,,137.0,False,False,5564fabb,,663f9a5c,1db4d75e,,,,OLEB,,,CYM,N,C,,,P,5,,,
4d4a1fd1-2b2,SCH7,2019-Jan-05 00:00:00,SUR3155,FOR1295,MID8340,PSUR2866,FSUR6024,aa847e4c-9c1,2bafad7e-00c,850b37da-7,F,2023-Apr-20 00:00:00,1,694ffdf2,7f0dd38e,763.0,False,False,False,18.0,129.0,False,False,bcdfcaa9,,30d58e63,998411fd,,,,MWAO,,,CYM,,,,A,S,12,,,
4d581b2a-bc0,SCH2,2014-Jan-22 00:00:00,SUR8315,FOR6681,MID7417,PSUR5754,FSUR8313,7cc834bd-63d,fcdc0c4c-cd7,b0878b47-0,F,2022-Apr-22 00:00:00,1,c38ba850,89c4717b,809.0,True,False,False,14.0,128.0,False,False,921a637d,,088057ed,dc2b79c6,,,,WROM,,,ENG,,O,,C,,7,,,
4d60749f-d09,SCH3,2012-Sep-05 00:00:00,SUR8857,FOR6170,MID8129,PSUR3151,FSUR8331,b0f876b3-5b9,9b335a30-146,114cb53a-a,M,2021-Aug-28 00:00:00,1,2860792d,ec606861,729.0,False,False,False,,136.0,False,,fc8e3218,,8d209d3a,6a125164,,,,MWAP,Unsought,,CYM,,,,A,,2,,,
4d7219dd-3cb,SCH1,2008-Aug-23 00:00:00,SUR9820,FOR1156,MID7952,PSUR1351,FSUR2020,6ab55585-83a,39732374-3d2,0f62adb4-3,M,2020-Mar-24 00:00:00,1,45d83b30,ec7d0129,789.0,False,False,False,,124.0,False,False,96508357,,632985fa,fc7bb2a3,,,,ASLT,,,UKR,,,,,K,13,,,P
4d7428c9-d0c,SCH5,2009-Dec-20 00:00:00,SUR9856,FOR1432,MID3425,PSUR9270,FSUR3021,3455ce3d-e9f,59476b72-3d6,f34e9101-c,M,2020-Sep-27 00:00:00,1,d1747d85,20a24784,756.0,True,False,False,,124.0,False,False,2425a061,,aa51afe2,1e1b314e,,,,OPOL,Yes,,ENG,,O,,A,S,M,,RO,
4d76efcd-a6a,SCH4,2017-Jan-11 00:00:00,SUR5693,FOR5738,MID4176,PSUR2510,FSUR6829,932c6398-7c5,48e307e9-123,7d4e20f8-a,M,2020-Sep-26 00:00:00,1,c4abc7a4,27e9dcb3,835.0,False,False,False,,120.0,,False,bb5a9fce,,3fd1e09e,90b0f2ac,,,,OAFG,,,CYM,,,N,C,E,5,,,
4d7b1a15-9bb,SCH8,2011-Jun-07 00:00:00,SUR2054,FOR8932,MID8169,PSUR3858,FSUR7586,ef68b00f-62a,a90d1aca-10d,b1404692-d,F,2023-Apr-04 00:00:00,1,8066d9c7,a8d6a223,772.0,True,False,False,,139.0,,False,2aaeb485,,0446aa06,3245032f,,,,BWEL,,,ENG,,C,,A,A,5,No,,
4d94fa1e-fed,SCH5,2012-Jan-08 00:00:00,SUR9539,FOR1494,MID7653,PSUR7692,FSUR9682,f07d7bbb-415,4ca91549-424,ee08dea3-e,F,2019-Aug-28 00:00:00,1,eed5bdc7,de0b291e,795.0,True,True,True,,130.0,,False,9317d770,,c10d8790,fbaa5ea9,,,,OKRD,,R,CYM,,,,C,E,4,,,
4d957c5f-ae3,SCH3,2018-Nov-16 00:00:00,SUR1174,FOR6401,MID3525,PSUR9723,FSUR7356,033e82e2-121,9ba92d2b-89e,497d5fab-7,F,2019-Jan-15 00:00:00,1,857a5414,785d1fb3,796.0,False,True,False,13.0,129.0,True,False,2ac8211a,,05037fbe,79917251,,,,MWAS,,N,ENG,,,,C,A,R,,,
4d9737e3-375,SCH4,2010-Aug-17 00:00:00,SUR1954,FOR1888,MID6779,PSUR6430,FSUR1906,5b26d1c9-bb2,2c250d05-433,aaef6aa9-f,F,2023-Jan-04 00:00:00,1,53a4115f,111b738d,744.0,,False,True,,130.0,False,False,20430349,,e423521a,86ecb438,,,False,APKN,,,ENG,,,,,,9,,RO,
4d98c203-415,SCH1,2008-Nov-05 00:00:00,SUR4022,FOR6024,MID8191,PSUR3552,FSUR9024,3942930f-b28,ec89cd71-1b6,9415e68d-d,M,2024-Nov-09 00:00:00,1,3e239901,78fb0fe5,732.0,True,False,False,,117.0,False,False,a28ba7f9,,f4212134,aed00ece,,,,MABL,,,,,S,,N,N,8,,,
4da402f4-1b7,SCH3,2012-Apr-05 00:00:00,SUR8186,FOR6073,MID4059,PSUR4110,FSUR6273,cbc1159f-53f,47274374-f50,8b69e8d3-4,M,2023-Aug-06 00:00:00,1,3cfef1b3,14992fce,838.0,True,False,True,,128.0,False,False,714abd8d,,c11d4d4b,87e307d6,,,,BOTB,,,,,,,,,6,,,
4dad93b2-77b,SCH8,2016-Sep-07 00:00:00,SUR3990,FOR7518,MID4800,PSUR2318,FSUR1543,c267dd40-43c,b648875b-3d5,9cdb5a39-0,M,2023-Dec-17 00:00:00,1,1ca178dc,ae8b374c,814.0,True,False,True,,123.0,False,True,7fb25043,,a62f3af2,21a1e89f,,,,WCOR,,,GER,,,,R,N,11,,,P
4db1e3aa-b8d,SCH8,2012-Jan-10 00:00:00,SUR2952,FOR9146,MID9342,PSUR4876,FSUR5712,7c4be205-010,3fdfe832-075,320197db-1,M,2020-Dec-08 00:00:00,1,217c3ad7,679d4fec,825.0,False,False,True,,125.0,False,False,bf509338,,b2ae5291,988a3bf9,,,False,WBRI,,U,,,,,,,9,,,
4db1e6d0-819,SCH7,2013-Oct-16 00:00:00,SUR4376,FOR8639,MID4280,PSUR5772,FSUR9044,869ba749-15d,0add38e1-d5a,c440c527-0,F,2021-May-06 00:00:00,1,88ef912a,a7521a1a,807.0,False,False,True,,132.0,False,False,848619da,,ef8a9c37,43048a76,,,,BGHA,,,GER,N,,,R,,N2,,RU,
4dbc8a62-839,SCH7,2018-Jun-12 00:00:00,SUR5432,FOR8671,MID9190,PSUR1139,FSUR6760,db6d322e-56c,631a2400-733,517bef93-3,M,2024-Sep-30 00:00:00,1,6b5311e5,e564661d,756.0,True,False,True,,130.0,,False,0a52d359,,0173e4cb,289a70de,,,False,MOTM,Yes,,PRST,,,,,A,N1,,,
4dbe5794-b1a,SCH2,2011-Nov-17 00:00:00,SUR9054,FOR1101,MID2966,PSUR9614,FSUR5466,68922130-922,ddcde3aa-07b,55503dd4-4,M,2021-Aug-15 00:00:00,1,63175764,229705c7,744.0,True,False,False,,123.0,False,False,4fedc4b4,,e4d1a34d,3f562363,,,,OMRC,,R,ENG,,,,,E,14,,,
4dc3231a-137,SCH5,2008-Oct-01 00:00:00,SUR2494,FOR2360,MID1310,PSUR8207,FSUR4245,b06898d8-3c0,5688d8c9-2a5,441a2bde-2,M,2021-Apr-13 00:00:00,1,8da01552,0911fcd4,791.0,True,False,True,,137.0,False,False,f2353012,,4dbc06c1,1d594097,,,,MWBA,,,ENG,N,,,,A,1,,,
4dc4e348-8d1,SCH1,2010-Sep-19 00:00:00,SUR5055,FOR8455,MID8952,PSUR5445,FSUR9256,827769a4-414,66a74b03-76f,c9361bf1-c,F,2023-Feb-11 00:00:00,1,39d3b2b1,2e85caba,738.0,True,False,False,,130.0,False,False,9c334ea6,,a84264ac,e4d27203,,,,OMAL,,R,,N,,,,,E1,,,
4dcd3a64-c87,SCH7,2015-May-31 00:00:00,SUR7384,FOR9200,MID2273,PSUR1009,FSUR9066,bdb262e9-f44,1a476bd7-aa2,92f51299-0,F,2023-Dec-22 00:00:00,1,792134de,507cfb37,780.0,True,False,False,,131.0,False,True,a24e1898,,9d8cb3ae,97d1b9d1,,,,WCOR,,,CYM,,,,,N,9,,RO,
4dd8dca8-ece,SCH4,2017-May-10 00:00:00,SUR1400,FOR1809,MID7265,PSUR3681,FSUR5448,b6cba986-19a,6bcaf9d8-750,ddc366f3-3,M,2022-Nov-14 00:00:00,1,555c6d4a,e200c2a0,781.0,,False,False,,129.0,False,False,a739e409,,e48d82eb,cfd7e07b,9.0,,,WBOS,,,BEL,,F,,G,N,3,,,P
4ddc935f-31e,SCH3,2010-Oct-06 00:00:00,SUR3702,FOR3382,MID5519,PSUR1582,FSUR4398,5ae98c32-834,570b8d71-5fe,d252303f-f,M,2025-Mar-06 00:00:00,1,2d685fc6,04617676,795.0,True,False,False,20.0,124.0,True,False,26f2f5b1,,7e91b370,11d6be9c,11.0,,,OAFG,Unsought,,ENG,,,,,S,6,,,
4ddd8b24-746,SCH6,2019-Feb-01 00:00:00,SUR9505,FOR9956,MID4877,PSUR2655,FSUR1633,1cd7cdc0-d27,9c70b019-02d,ed5391df-1,M,2020-Jan-04 00:00:00,1,bfa581a1,82a9598a,766.0,True,False,False,,133.0,False,False,b2be93b0,,786cfe3e,297b83ba,,9.0,,WGRE,,U,ENG,,,,,E,N2,No,,
4de3754d-9f9,SCH5,2014-Aug-14 00:00:00,SUR1004,FOR1713,MID7554,PSUR1882,FSUR9615,85c5e379-cbd,1682bdc5-fcb,2a770ade-4,F,2020-Sep-28 00:00:00,1,9cd0621a,b250dd6c,771.0,True,False,True,,128.0,False,False,341c83bc,,d8095a89,01207db4,,,,CTWN,,,ENG,,S,,,,R,Yes,,
4df0fb8f-b29,SCH6,2019-Sep-17 00:00:00,SUR3247,FOR1139,MID4097,PSUR8553,FSUR3658,cda0f372-fda,e1e10b29-d23,f09b38a6-c,M,2024-Aug-31 00:00:00,1,8ea73873,a9ae9621,820.0,True,,False,,129.0,False,True,81cb6ebf,,db185080,2a668f83,,,,WPOR,,,ENG,O,M,N,,P,12,,,
4dfb4338-908,SCH5,2012-Oct-04 00:00:00,SUR6456,FOR6459,MID2847,PSUR4861,FSUR5468,f2d73b9e-fe4,5de3baae-96a,26a5f4e2-2,M,2024-Oct-01 00:00:00,1,e9e7fb48,60489166,783.0,True,False,False,,129.0,False,False,3fff013f,,d95e9e1f,3a245270,,,,ABRI,,,ENG,,O,,,,10,,,
4dfec335-138,SCH6,2015-Apr-18 00:00:00,SUR6191,FOR3780,MID1964,PSUR3287,FSUR4451,7ef4a334-fbc,2f2dece8-ef2,c5867d54-9,M,2023-Nov-14 00:00:00,1,86e20c7e,4af0f60f,764.0,,False,False,15.0,134.0,False,False,ac128e86,8.0,e76f9c02,b564f149,,,,ANEP,,,ENG,,C,,,,7,,,
4e057efd-959,SCH6,2014-Apr-04 00:00:00,SUR2153,FOR5805,MID8434,PSUR7686,FSUR6669,74b87a3b-e3e,6f54ac4a-11a,cd235286-3,M,2025-Mar-28 00:00:00,1,261607a9,7726a25a,852.0,False,False,,,139.0,False,False,043a0506,,06a33b5a,a970bf08,,,False,WGRC,,Y,ENG,,,,A,N,1,Yes,,
4e234b4d-bd5,SCH3,2020-Mar-25 00:00:00,SUR1184,FOR8722,MID7133,PSUR9019,FSUR9112,3110881c-cf6,188d26ed-2bc,93c175e8-e,M,2024-Nov-24 00:00:00,1,25019590,5c553edc,799.0,False,False,False,,125.0,True,False,34ff55e0,,c1b008b1,9a45c63e,,,True,CMAL,Unsought,,ENG,,F,,,N,N1,,RB,
4e2dbd3d-0d7,SCH3,2016-Jan-10 00:00:00,SUR1130,FOR3714,MID7204,PSUR1544,FSUR9200,300f5750-c0e,df302389-448,ebaa602c-6,M,2024-Feb-20 00:00:00,1,27b2d6ab,ae1f2088,806.0,True,False,False,,139.0,False,False,434ad02c,,c48bf973,8eb11dc8,,,,OJPN,,N,GAL,,,,N,,9,,RE,
4e2f3a6a-7db,SCH2,2017-Dec-02 00:00:00,SUR6534,FOR1390,MID6324,PSUR1154,FSUR5418,70989506-889,1e656e9d-b85,dd8a2efd-6,M,2022-Sep-21 00:00:00,1,89de5447,df31f615,777.0,False,True,False,17.0,128.0,False,False,7f3f1fb7,,5b260357,7d2ea9bb,,,,BAOF,,,ENG,,,,,E,13,,,
4e399714-006,SCH6,2009-Jun-26 00:00:00,SUR4361,FOR1008,MID1836,PSUR9768,FSUR1863,d09f0115-06c,97fe4951-7c8,002f4be8-0,M,2023-Dec-04 00:00:00,1,8f0c4d16,4b059036,780.0,True,True,False,,130.0,True,False,30f51ec4,3.0,f6b14564,44a8f2e1,,,,BOTB,,R,ENG,,,,C,,14,,,
4e552562-fc7,SCH4,2008-Mar-04 00:00:00,SUR5095,FOR4974,MID1850,PSUR3280,FSUR9747,23de2a09-388,086e1fb8-d18,8316e72f-a,M,2019-Apr-20 00:00:00,1,5951c2a7,ebf3a769,785.0,True,True,False,,132.0,False,True,e8a4a29c,,b1d16cc8,65b32208,,,,WCRO,Yes,N,ENG,,,,,S,E1,,,
4e63edff-bec,SCH6,2014-Oct-20 00:00:00,SUR5576,FOR7194,MID8024,PSUR4852,FSUR9325,0500dc18-3d7,aab0dcfb-23d,ff2cb44f-7,F,2022-May-08 00:00:00,1,d2a9019f,3a9ce977,787.0,True,False,True,,125.0,False,False,a193a3e1,,16f17c1c,e2874695,,,,WTUC,,,ENG,,C,,,,12,,,
4e647f97-886,SCH8,2009-Jun-09 00:00:00,SUR8469,FOR5122,MID3364,PSUR6543,FSUR3726,abb34909-761,a0c0d0e4-148,d450aac6-b,M,2024-Jul-08 00:00:00,1,f7ff8c91,e81f3d86,777.0,False,False,False,13.0,139.0,False,False,30caa4b5,,9bf6f054,255208be,,,,WEUR,No,,ENG,,,,,,7,,RU,P
4e743981-9a2,SCH4,2017-Sep-09 00:00:00,SUR2629,FOR1527,MID6270,PSUR3241,FSUR9298,ff427c55-6f3,a489fde0-402,1542e1c7-c,F,2021-Sep-13 00:00:00,1,4c9f2b0a,0a7300d2,782.0,True,False,True,,138.0,True,False,14ab0cb0,,3662e731,16e30398,,,,MOTH,,,,,S,,,S,1,No,,
4e786a5b-e09,SCH3,2009-Nov-14 00:00:00,SUR7610,FOR4318,MID8679,PSUR9641,FSUR2223,a1fd06fa-757,ca6df6b7-ee0,7b3367f5-d,F,2025-Mar-10 00:00:00,1,7d4e7fbe,a9c75168,763.0,True,False,False,,125.0,False,False,c6cd0434,,794dd491,58f1ce39,,,,WROR,,,ENG,,F,,,K,R,No,,
4e8076c8-c80,SCH2,2010-Mar-07 00:00:00,SUR3537,FOR7116,MID6891,PSUR1030,FSUR5633,9d82519d-8e2,5dafc0d8-7e3,43368764-3,F,2019-Aug-20 00:00:00,1,b6e9da54,f9e39228,792.0,False,False,,,123.0,False,True,a431c320,,7f46d90e,3f389074,,,,BBRI,,U,ENG,,M,,G,S,5,,,
4e81ccb6-a08,SCH8,2019-Jan-03 00:00:00,SUR2643,FOR2454,MID1644,PSUR1378,FSUR4918,8ac9d1bf-189,8a580e12-04d,5faf4257-c,F,2022-Dec-05 00:00:00,1,31b74ee7,68761479,824.0,True,False,False,,134.0,,False,20f7bd5e,,9a699cb0,99ae3006,,,,BAFR,,,DAN,,,,R,P,3,No,RU,
4e8974db-032,SCH3,2008-May-28 00:00:00,SUR9724,FOR6978,MID5564,PSUR8127,FSUR2981,838bb4b5-8f5,1b7608df-895,308cb701-f,F,2021-Feb-23 00:00:00,1,df8458f5,27bddc3f,846.0,True,False,False,14.0,137.0,False,False,5ae8e502,,03d7e3a2,8bae22ad,,,,CSNG,No,,ENG,O,,,C,,5,Yes,RO,
4e8f88ea-fa3,SCH2,2014-Jun-21 00:00:00,SUR4645,FOR2986,MID6958,PSUR5261,FSUR6169,e50f5511-1e3,f5999fb3-a20,80f1c109-a,M,2023-Jul-02 00:00:00,1,90e0b0e5,0e7d331b,790.0,False,True,True,,129.0,True,False,8997e8ae,,2e0b7227,c254d640,,,,,,,ENG,,,N,,,N1,,,
4e9633e1-f0f,SCH1,2017-Jan-18 00:00:00,SUR3203,FOR5123,MID7927,PSUR5165,FSUR3361,b6084ac3-f28,2ca714db-603,48abf103-7,M,2024-Feb-06 00:00:00,1,155700ac,b230b460,757.0,False,False,False,,138.0,False,False,b9c5b7db,,0ba23000,d3dfb0e0,,,False,AMPK,,,GAL,,,,,,14,,,
4e9af3e1-72b,SCH3,2014-Jun-24 00:00:00,SUR2580,FOR9389,MID1631,PSUR6462,FSUR6362,620ee0f9-d52,9bfb39d0-5b8,75f1384d-8,F,2020-Mar-05 00:00:00,1,97b9fa12,fc36f4a2,724.0,True,True,True,,131.0,True,False,d14adb7f,,83e7fb4c,d4d13178,,,,WROO,,N,GAL,,O,,,S,E1,No,,
