pupilonrolltableid,NativeId,dob,surname,forename,middlenames,preferredsurname,formersurname,upn,formerupn,uniquelearnernumber,sex,entrydate,pupilonrollorderseqcolumn,sourceid,schoolcensustableid,hoursatsetting,schoollunchtaken,parttime,topupfunding,termlysessionspossible,termlysessionsauthorised,termlysessionsunauthorised,senunitindicator,resourcedprovisionindicator,nonqualhrs,ftemp,qualhrs,qualhrspreviousyear,nonqualhrspreviousyear,tlevelqualhrs,tlevelnonqualhrs,moveoffrollflag,fundedhours,missingaddress,duplicatenotfunded,summerhalfterm2sessionspossible,extendedhours,eligibilitycode,summerhalfterm2sessionsauthorised,summerhalfterm2sessionsunauthorised,dafindicator,summerhalfterm2sessionseducational,summerhalfterm2sessionsexceptional,summerhalfterm2sessionscoronavirus,yssa,servicechild,language,classtype,enrolstatus,boarder,plaa,senprovision,ncyearactual,mathsgcsehighestpriorattainment,mathsgcsepriorattainmentyear11,englishgcsehighestpriorattainment,englishgcsepriorattainmentyear11,mathsgcsefundingexemption,englishgcsefundingexemption,mathsgcsehighestpriorattainmentpreviousyear,englishgcsehighestpriorattainmentpreviousyear,eyppr,eyppbf
1d6c2956-49b,SCH4,2011-Mar-13 00:00:00,SUR9739,FOR6343,MID9174,PSUR8959,FSUR6231,5d28e37d-ee3,fd53aa04-60f,019d160b-6,F,2021-Aug-21 00:00:00,1,9d973e45,0ff829b7,799.0,True,False,False,131.0,,,False,False,130.0,False,792.0,833.0,131.0,771.0,135.0,23fd39bd,,844368a5,68c4002a,137.0,,,8.0,,False,3.0,,,,U,ENG,,M,N,A,,4,,,,,,,6,,,RB
1d6cf60f-410,SCH1,2020-Aug-10 00:00:00,SUR6289,FOR4507,MID4327,PSUR2192,FSUR6846,0208f840-a96,29323d0c-c21,2c36c416-7,F,2023-Dec-03 00:00:00,1,930af8f5,34637b14,716.0,True,False,False,126.0,9.0,,True,True,126.0,True,823.0,799.0,137.0,839.0,124.0,df0d89bd,,ff833805,d08ea9d1,129.0,,,8.0,3.0,,,3.0,3.0,,,GAL,,,,G,,12,NR,,D,,,,,,,
1d7943ff-ceb,SCH8,2015-Nov-11 00:00:00,SUR1431,FOR9044,MID2059,PSUR3207,FSUR8737,14d37db6-e20,8b27cdb3-a43,6c2c0539-b,M,2022-Sep-10 00:00:00,1,9cda8d21,40caeaba,764.0,True,False,,131.0,9.0,,False,False,121.0,False,830.0,777.0,139.0,759.0,126.0,a6b929a6,,43c6eb6a,d52ea3fb,139.0,,,9.0,,,,3.0,3.0,,,CYM,,,N,,K,6,,,,2,,,,,,
1d7b2d8f-5f0,SCH6,2016-Sep-22 00:00:00,SUR7715,FOR8071,MID7422,PSUR4754,FSUR2726,ba02f0c4-46c,cf1f87eb-6c5,87cd7411-7,F,2024-Oct-28 00:00:00,1,fd872dce,18aad407,771.0,True,False,False,129.0,,,,False,127.0,False,757.0,766.0,132.0,809.0,126.0,81b8d05d,,68b24e38,aee99156,134.0,,,9.0,3.0,,,3.0,3.0,,N,ENG,,F,,C,K,10,,,A,,O,,D,,,
1d7cbbae-4fd,SCH8,2013-Apr-01 00:00:00,SUR9914,FOR4530,MID5336,PSUR7333,FSUR9816,a39ae020-5b5,db83774f-b5f,0d424bec-b,F,2024-Oct-17 00:00:00,1,15a789b5,d50920ec,748.0,False,False,,,8.0,,False,,124.0,False,771.0,782.0,122.0,763.0,127.0,b75a5bf3,,7c689e30,958acd65,124.0,,,,,,,3.0,,,,ENG,N,,N,,,7,,1,2,,,,,7,Yes,
1d8880b7-dba,SCH5,2013-Oct-24 00:00:00,SUR8728,FOR3434,MID9705,PSUR1061,FSUR8185,cb97f268-6e4,d03bca30-1d2,7b010b24-d,F,2021-Mar-25 00:00:00,1,d2e8683a,70562426,811.0,True,False,True,129.0,8.0,,False,False,128.0,False,741.0,807.0,134.0,746.0,139.0,f9cb179f,,83444968,964a8b44,127.0,4.0,,8.0,,,,,3.0,,,ENG,,M,,C,K,X,,,,1,,,,,,RB
1d8a51d1-998,SCH3,2012-May-03 00:00:00,SUR2241,FOR1827,MID7404,PSUR3937,FSUR7304,e9d5ff34-078,4ab7321f-fd4,a65529ef-8,M,2019-May-02 00:00:00,1,0f7dec45,910c2816,759.0,True,False,False,125.0,8.0,,False,False,140.0,False,810.0,772.0,131.0,731.0,131.0,7b0a1134,,b71369c5,2d47de42,129.0,,,8.0,,,4.0,,,No,,ENG,,,,R,E,4,,,A*,1,,L,,D,,
1d8ef11d-31d,SCH4,2017-Mar-22 00:00:00,SUR9801,FOR2605,MID8259,PSUR7555,FSUR7888,b6f664ea-ee0,5733abd2-6be,310a64f1-0,M,2021-Mar-13 00:00:00,1,cc9551e6,c7a450ad,776.0,True,False,False,134.0,9.0,,False,True,136.0,False,847.0,793.0,126.0,786.0,121.0,337f3dea,4.0,84c977e4,b7e9a9c1,140.0,,,7.0,,,,,,Yes,,ENG,,C,,,K,14,9,,G,,L,F,,,,
1d9a4137-33b,SCH4,2014-Apr-08 00:00:00,SUR3539,FOR6832,MID4760,PSUR4750,FSUR3790,9b83b452-c85,37000c63-541,026b4ad2-3,M,2021-Jul-18 00:00:00,1,cea9f29c,af823da7,773.0,True,False,True,132.0,8.0,,True,False,124.0,False,801.0,810.0,131.0,786.0,132.0,224b5097,,44ef8d89,3d2ca476,127.0,,,9.0,,,,3.0,,,,,,,,,,14,,,NR,,,,,,,
1da759f2-188,SCH8,2019-Aug-18 00:00:00,SUR3952,FOR6403,MID3885,PSUR2202,FSUR7242,fa28845f-352,ff2b0a05-72b,399f3de1-6,M,2023-Jan-10 00:00:00,1,f2f472fb,a94dbbce,780.0,,False,,131.0,8.0,,False,False,132.0,False,819.0,746.0,131.0,773.0,,2e6a967c,,ec6af84c,c6993e67,130.0,,,8.0,,,,3.0,,Yes,,TRI,,F,,,,10,A,,8,3,,,,,,
1dc30438-7f6,SCH4,2020-May-31 00:00:00,SUR8040,FOR6709,MID5873,PSUR2748,FSUR9028,7385225b-22b,a6bdffd0-55f,302ce748-e,M,2022-Nov-24 00:00:00,1,984cd461,40d8cf90,836.0,True,False,True,129.0,8.0,,False,False,134.0,False,813.0,819.0,121.0,770.0,131.0,96a19df2,,42c4dfd0,94c7f726,131.0,,,9.0,3.0,,,,,,,ENG,,F,,,,1,,,C,,,,,,,
1dc35cc1-ec4,SCH8,2014-Mar-01 00:00:00,SUR8270,FOR2115,MID4405,PSUR1640,FSUR7476,386f7027-fb7,8b32ccf8-0f9,9cece9cf-9,M,2019-Oct-01 00:00:00,1,9f55ad8e,dbde57af,831.0,True,False,False,127.0,,,False,,137.0,False,725.0,794.0,135.0,809.0,134.0,bf08e14e,,1ef19136,f7ede338,136.0,,,8.0,,False,,,,Yes,N,GER,,M,,C,N,N2,3,,,,,,B,,,
1dd15a91-4c4,SCH4,2019-Dec-23 00:00:00,SUR3059,FOR8871,MID1114,PSUR3320,FSUR2905,13fc2deb-8d1,7ba62da3-737,df6fcb75-3,M,2019-Jan-26 00:00:00,1,f2eb5e2c,e021abc9,745.0,False,False,False,124.0,,4.0,False,False,129.0,False,748.0,775.0,129.0,782.0,134.0,672dd86a,,1d2bcdbb,9eb29b93,129.0,,,7.0,,,,3.0,,,,,,,,,,N2,,,,,U,,,,,RE
1ddf7aa3-ad1,SCH8,2014-Aug-16 00:00:00,SUR3737,FOR1451,MID5173,PSUR9753,FSUR7471,d10c1dc0-39b,5e906f9e-2b2,f30bb212-2,M,2023-Mar-16 00:00:00,1,5fc6115c,b34e5cc7,741.0,True,False,False,134.0,,,False,False,129.0,False,794.0,773.0,141.0,831.0,132.0,d696e41b,,c004f1d8,4d3ce588,126.0,,,,3.0,,3.0,3.0,,Unsought,Y,,,,,G,,R,,,5,,,,,,,
1df18c87-98c,SCH8,2018-Apr-26 00:00:00,SUR6452,FOR7789,MID1230,PSUR8672,FSUR6462,5b2f552f-88c,ddef2647-d9f,2b524fd8-2,M,2023-Sep-18 00:00:00,1,3f78814f,1818fb7d,826.0,False,False,,131.0,8.0,2.0,False,False,116.0,,749.0,789.0,126.0,788.0,133.0,3d7f31d4,7.0,8b25720b,d37c7ef4,128.0,,,7.0,,False,,4.0,,,N,ENG,,,,,,5,,,,,,,A,,Yes,
1df1aebf-b13,SCH3,2011-Nov-29 00:00:00,SUR4572,FOR2922,MID6702,PSUR4897,FSUR8772,466ea994-76e,28a74108-312,68200640-9,M,2022-Apr-24 00:00:00,1,3a42ae9e,7a73ac2b,821.0,,False,True,131.0,,5.0,False,False,132.0,,753.0,779.0,125.0,786.0,124.0,809ec348,10.0,dbc1e639,d51a9893,128.0,,,8.0,,,,,,"Sought, no reply",,PRST,,F,,R,N,12,,,,1,,N,,,,RU
1df1d4ff-768,SCH2,2018-May-15 00:00:00,SUR2616,FOR3667,MID1496,PSUR3682,FSUR7438,8d69f2ba-357,01d46a5a-fbd,94a9df5b-0,M,2024-Jul-25 00:00:00,1,f81ba837,30eaf3c9,778.0,True,False,False,126.0,9.0,3.0,True,True,137.0,,792.0,796.0,131.0,800.0,128.0,55e5f872,,36ecee33,5c0571f6,126.0,,,9.0,4.0,,,,,"Sought, no reply",N,CYM,,,,,E,7,C,,,,,,,,,
1df58107-94d,SCH4,2009-Aug-04 00:00:00,SUR8777,FOR5665,MID6395,PSUR2982,FSUR7715,66d8fbdd-a44,11cfcec8-002,2b968ca4-9,F,2024-Aug-16 00:00:00,1,3243007c,42207a9d,824.0,True,,False,137.0,9.0,,True,True,132.0,False,843.0,770.0,132.0,769.0,129.0,482d859e,,7e8960be,dcc708da,128.0,,,8.0,,,,4.0,4.0,Yes,,ENG,,O,N,G,S,9,,,,,,,9,,,
1e05df1b-c14,SCH7,2011-Jan-04 00:00:00,SUR4154,FOR9034,MID1842,PSUR5891,FSUR8598,6e2c5158-cbb,61748fd2-bf0,4953aeeb-e,M,2019-Oct-08 00:00:00,1,eb6c5844,688f3a85,832.0,True,False,False,134.0,8.0,,False,False,131.0,False,765.0,785.0,136.0,797.0,122.0,baff67f3,,a61b2f86,37cbd100,134.0,,,,,,,,,Unsought,,ENG,O,S,,N,,1,,,,,F,,,,,
1e0bd07a-380,SCH4,2009-Jul-15 00:00:00,SUR4964,FOR3518,MID3717,PSUR7497,FSUR7950,e7bc9d60-23d,a2a157c1-486,c403f6a4-0,F,2020-Oct-19 00:00:00,1,f9656837,7b9c5577,790.0,True,True,,128.0,8.0,2.0,True,,139.0,False,805.0,769.0,136.0,775.0,124.0,72dc91a0,,0c750b28,e160d632,128.0,,,9.0,,,,,3.0,,,ENG,,,,R,E,M,,,,,F,,,,,
1e0f37bd-63e,SCH4,2010-Aug-01 00:00:00,SUR9749,FOR9491,MID6912,PSUR2521,FSUR3846,d99a18ad-0a1,268586ca-f14,dc9c2ad8-2,F,2020-Jun-04 00:00:00,1,4ada200e,5b10d4f1,810.0,,,False,141.0,9.0,,False,False,133.0,False,806.0,769.0,121.0,782.0,138.0,06f7a9b9,,6876e0dc,7ec18188,134.0,,,,4.0,False,,,4.0,,,ENG,,,,,K,3,,,,,,,4,,,
1e13ab51-068,SCH6,2013-Jul-31 00:00:00,SUR2525,FOR2628,MID1519,PSUR6686,FSUR7704,2a6a2010-c66,602ac74d-633,82d660c5-e,M,2024-Jun-15 00:00:00,1,5f4953ab,f411b129,778.0,False,True,False,121.0,8.0,,False,False,127.0,False,735.0,767.0,127.0,758.0,131.0,6135a028,,2d78e989,5634e56a,137.0,,,8.0,3.0,,,,,,,ENG,,,,,,N2,8,,,,,,,,,
1e15613c-ee9,SCH8,2012-Mar-18 00:00:00,SUR7455,FOR5456,MID5954,PSUR9344,FSUR6523,adc3e21c-7b7,4f9700f6-b7f,86b4eb24-1,F,2019-Mar-09 00:00:00,1,8499f540,a2a9f49f,807.0,True,True,False,132.0,8.0,,False,False,128.0,False,776.0,725.0,120.0,766.0,131.0,934f2b49,,a832ca4b,f634dfb5,122.0,,5.0,8.0,,False,,3.0,,,,PRST,O,F,,,A,9,,,,,,,,,,
1e24e683-278,SCH1,2018-Jun-26 00:00:00,SUR2680,FOR7541,MID4045,PSUR8258,FSUR1715,26fbcc33-31c,7c6b8f94-bc6,c47f8e79-d,M,2022-Dec-02 00:00:00,1,39955470,d2a68b26,784.0,True,False,False,131.0,8.0,,True,False,119.0,False,798.0,790.0,127.0,775.0,133.0,8745634c,,955547a8,989d2b43,130.0,,,8.0,,,,,2.0,,U,ENG,,,,,E,12,6,,,1,F,,,,Yes,
1e29dc60-b79,SCH6,2010-Jul-07 00:00:00,SUR9854,FOR6425,MID3215,PSUR5959,FSUR6367,6d971cc8-74a,2d0de4df-52a,91b146e6-8,M,2020-Mar-11 00:00:00,1,af09e446,17166b00,767.0,,True,False,128.0,7.0,3.0,False,False,124.0,False,807.0,819.0,136.0,752.0,130.0,6a0e1054,,f50b6882,cbfa4af6,135.0,,,8.0,3.0,False,,2.0,,,,ENG,O,F,,,,1,,,,,,,D,,,
1e2e3d35-df5,SCH1,2012-Nov-07 00:00:00,SUR6011,FOR3072,MID3741,PSUR2148,FSUR9748,14243de4-009,270211db-c9d,8db05143-1,M,2020-Feb-08 00:00:00,1,e25ebc6e,522d0a72,796.0,True,False,True,139.0,8.0,,False,False,129.0,False,762.0,766.0,133.0,787.0,130.0,8ecf5015,2.0,efec5347,30be6820,120.0,,,8.0,3.0,,,,,,,ENG,,,,,,13,,,,,,,,A,,
1e3bd8b1-acd,SCH8,2015-May-28 00:00:00,SUR7648,FOR9583,MID3431,PSUR9504,FSUR2001,752ae54c-c3b,32368ec0-359,bf0c0105-f,F,2019-Sep-10 00:00:00,1,dd17ac42,e85b1090,776.0,False,False,False,136.0,8.0,,False,True,121.0,False,805.0,782.0,128.0,789.0,133.0,43cc031d,,b95c83bd,401b9508,130.0,,,,,,2.0,,,,,,,,,,P,13,,,,,,,,,,RE
1e4f1143-782,SCH2,2015-Nov-11 00:00:00,SUR1659,FOR4164,MID1810,PSUR7185,FSUR6419,aefbf2fb-200,10055a81-a1c,2878cd26-5,F,2023-Nov-01 00:00:00,1,996037d1,91fefce8,740.0,True,False,,123.0,9.0,,False,False,141.0,False,759.0,787.0,124.0,758.0,125.0,87d9598d,,f343a202,970e665c,131.0,,,8.0,,,,,,,,ENG,,O,,R,,1,3,,B,,,,,U,,
1e4fc8b9-1de,SCH5,2019-Aug-26 00:00:00,SUR3533,FOR8672,MID2935,PSUR5575,FSUR6378,4e60c1c2-27d,4db029ef-97c,cc999c4a-6,F,2023-Jul-19 00:00:00,1,f430fa44,f6f28ff9,818.0,True,False,False,123.0,,,True,False,132.0,False,827.0,792.0,132.0,811.0,129.0,6a2e58b2,,3a69fd0f,e7c7d457,131.0,,,7.0,,False,4.0,,,,R,ENG,,C,N,A,,5,,,,,,,4,,,
1e4fdc58-e3a,SCH1,2011-Feb-17 00:00:00,SUR6409,FOR7514,MID4273,PSUR4902,FSUR3204,7af932a0-dd6,5731d330-7eb,50cee378-b,M,2024-Sep-23 00:00:00,1,7f0ec151,55982123,804.0,True,False,,132.0,8.0,,True,False,131.0,False,827.0,795.0,130.0,800.0,135.0,031e5f8f,,cb4560ed,4c431368,139.0,,,8.0,,,,3.0,,Yes,Y,ENG,,,,,,1,,,,,,,,,,RU
1e50696b-7eb,SCH7,2019-Jun-19 00:00:00,SUR2612,FOR6421,MID6092,PSUR1856,FSUR6260,5a372249-4ce,181ad5da-7b0,5f64801f-d,M,2021-Dec-19 00:00:00,1,655722ae,f80cf47f,774.0,False,False,,130.0,8.0,,False,False,126.0,False,782.0,796.0,128.0,775.0,131.0,31026db7,1.0,d8d71dde,cf1a91fe,130.0,,,9.0,,,,,,,,ENG,,,,C,,3,4,1,,,,F,,,,RO
1e66b9b7-65f,SCH1,2010-Apr-18 00:00:00,SUR3711,FOR8206,MID3868,PSUR5547,FSUR2108,ec985620-e50,515f57e8-c9c,3e8fcbab-b,M,2020-May-03 00:00:00,1,3d1db15e,655e7171,795.0,True,,True,139.0,8.0,,False,False,129.0,False,759.0,780.0,130.0,775.0,118.0,ed80843d,,58edd2f5,d86bb777,119.0,,,,,,2.0,4.0,,,,GAL,,S,,,E,5,A,1,,,,U,,3,,
1e688654-a4b,SCH7,2020-May-09 00:00:00,SUR3343,FOR2211,MID8914,PSUR4331,FSUR8529,355e18c9-ef6,0bffd8cc-47b,13ebf985-b,M,2020-Feb-18 00:00:00,1,a9da628b,8884227c,801.0,True,False,False,130.0,7.0,,False,,128.0,False,820.0,783.0,130.0,755.0,128.0,73577410,,f6beabe1,befa8390,131.0,,,7.0,,,,,3.0,Yes,,ENG,,M,,R,E,E2,NR,,,,L,,,NR,Yes,
1e6d2324-fb7,SCH4,2009-Jan-04 00:00:00,SUR6900,FOR1586,MID9382,PSUR9181,FSUR4245,1794be99-5d4,8b3e9c48-d52,0c467600-c,F,2020-Jan-16 00:00:00,1,11330cc8,08894ec0,728.0,False,False,False,126.0,8.0,3.0,False,False,129.0,False,759.0,753.0,125.0,757.0,130.0,046eeadf,,b8336734,27bac290,143.0,,,8.0,3.0,,3.0,3.0,,,R,ENG,N,,N,G,E,10,,,7,,L,L,,,,
1e6e85ee-9f9,SCH1,2012-Oct-27 00:00:00,SUR8646,FOR5771,MID5419,PSUR3814,FSUR1148,26e73059-de8,d84943ba-7a5,2032c356-e,F,2020-Sep-18 00:00:00,1,03b266dd,79718a43,701.0,True,False,False,134.0,7.0,,False,False,134.0,,747.0,800.0,128.0,779.0,134.0,e94ef624,,7eb4100a,5dafb813,127.0,,,9.0,,,,,,,Y,ENG,,,,,K,5,,,,,F,,G,NR,,
1e71f63a-085,SCH6,2018-Nov-08 00:00:00,SUR8640,FOR4823,MID7911,PSUR7421,FSUR7506,d72fb6b8-ad7,38737a34-eb0,bff71979-a,F,2023-May-05 00:00:00,1,c434837f,6660b666,741.0,True,True,False,135.0,,,False,False,131.0,False,774.0,806.0,128.0,708.0,139.0,772edc2a,,de05f644,faad7c12,132.0,,,7.0,,,,,3.0,"Sought, no reply",,ENG,,O,,G,,N2,,3,,,,,,,No,
1e73f0e6-84a,SCH2,2013-Sep-16 00:00:00,SUR7171,FOR2000,MID1229,PSUR8634,FSUR6161,42504476-604,43c83c67-4c3,3fb05938-5,F,2024-Jan-22 00:00:00,1,67b1b5a6,c6f04891,732.0,False,False,False,135.0,,,False,False,146.0,False,828.0,777.0,,808.0,136.0,ba8c45dc,,b9ad86cc,81018f52,129.0,,9.0,8.0,,False,,2.0,,,,DAN,,F,,A,S,7,6,,,,N,,U,,,
1e7932f4-886,SCH7,2019-Mar-25 00:00:00,SUR3428,FOR9446,MID8815,PSUR5937,FSUR1384,da423b95-bde,230afb61-cda,bc4d2abe-b,F,2019-May-31 00:00:00,1,bdd8bf45,b4c190cf,776.0,True,,False,131.0,8.0,,False,False,126.0,False,749.0,809.0,124.0,774.0,132.0,5cf287fe,8.0,c8f7d4a1,dd41eadc,130.0,,,8.0,,,,,,,N,ENG,,,,A,S,7,9,,1,,,,A,8,,
1e7dceed-1f4,SCH4,2010-Apr-12 00:00:00,SUR3377,FOR3696,MID7754,PSUR2287,FSUR9297,59581d56-b8a,590a2c7c-a24,1bbf0e21-6,F,2023-Mar-01 00:00:00,1,ff5f8128,41f87a45,783.0,True,False,False,132.0,7.0,,False,False,137.0,False,838.0,776.0,136.0,783.0,121.0,da8c7210,,6b8c5984,d48a6306,133.0,,,9.0,,False,,,3.0,,Y,ENG,,C,,A,P,6,6,,,,,,C,,,
1e7e4766-062,SCH7,2018-May-01 00:00:00,SUR8801,FOR3969,MID6455,PSUR2929,FSUR9691,5197d691-fdb,e3000623-cec,3908b33d-1,F,2021-Oct-21 00:00:00,1,d6d26f1b,f1a73f87,714.0,True,False,False,133.0,8.0,,False,False,127.0,False,842.0,789.0,130.0,757.0,132.0,57562346,,22329a46,ad2fb31b,126.0,,1.0,8.0,,,3.0,,,"Sought, no reply",,RUS,,,,,A,13,A,,,,,,U,9,,
1e7e82fc-8af,SCH1,2013-Oct-01 00:00:00,SUR2877,FOR4620,MID8373,PSUR8766,FSUR8976,92f4aa8b-2e3,4b97186e-11b,072bb5cd-1,F,2020-Jul-09 00:00:00,1,17d9bc2a,484728a2,798.0,True,False,False,124.0,7.0,,False,,129.0,False,779.0,753.0,131.0,772.0,133.0,67b4a901,,8fd327ac,a6a724b2,125.0,,,8.0,,,,3.0,3.0,No,,ENG,,F,,,E,5,,,,3,,,,,,RO
1e86e5ea-838,SCH8,2020-Jun-23 00:00:00,SUR3611,FOR9889,MID7044,PSUR2806,FSUR5438,3520200b-a1a,7c463deb-abd,6260cda4-4,M,2024-Feb-01 00:00:00,1,ce10d35c,27c6b6e1,745.0,True,False,False,124.0,8.0,,False,False,120.0,False,726.0,805.0,132.0,743.0,141.0,aed30e32,,bcc97fa2,8dcaf75c,131.0,9.0,,,,,,,,Yes,,GAL,,S,N,,,2,,,,,U,,,,,RU
1e8b4389-b38,SCH7,2009-Oct-29 00:00:00,SUR1578,FOR5648,MID7613,PSUR2783,FSUR8578,d4ce3c47-90e,4359e3d4-ce8,fdf64f53-4,F,2023-Feb-16 00:00:00,1,39b3d932,905ec308,748.0,True,False,False,131.0,8.0,2.0,False,False,122.0,False,813.0,787.0,131.0,788.0,136.0,a7a12976,,b8f4c80c,ac324021,130.0,,,8.0,,True,,,3.0,,U,ENG,,,,,,N1,,,,,,,,,,RE
1e8d64d2-a41,SCH5,2008-Jul-03 00:00:00,SUR9789,FOR1785,MID8838,PSUR4346,FSUR8903,de192835-b2d,7487b2ce-621,387e832e-1,F,2020-May-24 00:00:00,1,d79a202b,306958e4,764.0,True,True,False,131.0,8.0,,False,False,127.0,False,803.0,801.0,133.0,761.0,130.0,4e48ff0d,,504bdc9e,939fd7df,129.0,,,8.0,3.0,,,,,,Y,ENG,,,,,,4,,,,,,,6,,,
1e9affad-576,SCH7,2019-Oct-05 00:00:00,SUR8574,FOR6063,MID1678,PSUR3617,FSUR7441,27308e97-83c,f1feba80-722,ff00e742-9,F,2024-May-01 00:00:00,1,2dc69229,22144bb5,726.0,True,False,True,,,,False,False,127.0,False,737.0,768.0,130.0,803.0,125.0,c2907647,,1703dbe2,246b34dc,128.0,,,8.0,,False,,,,,,ENG,,,,,K,9,,,,,,,,B,,
1e9de64f-25b,SCH5,2012-Sep-04 00:00:00,SUR2552,FOR2133,MID5955,PSUR5951,FSUR8701,eee6ac70-7e2,4200f36d-522,1da8e174-2,F,2024-Dec-16 00:00:00,1,9ff93d23,baa26ee3,830.0,,True,,135.0,,,True,False,130.0,False,772.0,732.0,130.0,782.0,128.0,698e426f,,8eacc7f1,b16c7490,124.0,,,7.0,3.0,,,,3.0,Unsought,,CYM,,,,,A,6,,,9,,,,,,,
1ea72005-b5d,SCH6,2011-Apr-24 00:00:00,SUR3332,FOR7199,MID6738,PSUR4590,FSUR1181,bcf13d86-c72,651aee70-f07,c0ed1680-8,F,2024-Aug-02 00:00:00,1,ca8a4afa,d2ea819b,721.0,True,False,False,134.0,9.0,,True,False,136.0,False,809.0,810.0,130.0,797.0,127.0,9a47077d,,e217604f,c391edd8,135.0,,,8.0,,,,,2.0,Yes,,ENG,,C,,A,,4,A,,NR,,,,,,,RO
1ea9809b-386,SCH1,2009-Dec-01 00:00:00,SUR2703,FOR5570,MID2466,PSUR4608,FSUR3170,4842ed31-6b4,b352263a-1c8,eada4607-9,M,2023-Oct-30 00:00:00,1,8edc7b3d,12f6b6f5,774.0,False,False,True,125.0,,,False,False,135.0,False,817.0,838.0,130.0,799.0,124.0,677ecc4e,,e3ae82ec,b6db1a1e,134.0,7.0,,8.0,2.0,,,,,No,U,ENG,,,,G,,10,,,,,,,,,No,
1eac3646-bc4,SCH2,2014-Jun-17 00:00:00,SUR4861,FOR7878,MID1102,PSUR7857,FSUR5774,b2087619-1a7,88514373-df6,800c8cd8-5,F,2022-Aug-14 00:00:00,1,23df89a1,cf0d377c,767.0,False,False,True,130.0,8.0,,True,True,127.0,,795.0,771.0,131.0,751.0,135.0,a7a99152,,93dd086a,29c57e86,131.0,8.0,,8.0,,,,,3.0,,,GAL,,M,,C,S,12,,,,,,,,,,
1eb5fa10-dd8,SCH1,2011-Aug-12 00:00:00,SUR4505,FOR2055,MID6707,PSUR5803,FSUR5417,e370b51a-8c9,1062858b-692,4a5083bf-b,F,2020-Feb-28 00:00:00,1,2522c112,2e6b7e49,736.0,True,False,False,119.0,,,False,False,126.0,False,818.0,,135.0,774.0,132.0,f5c4d80c,,ecbd4410,61449089,127.0,,,8.0,,,,,,Yes,R,ENG,,,,,N,R,,,,2,O,,,D,,
1ebec59e-da5,SCH8,2014-Aug-17 00:00:00,SUR2480,FOR1263,MID4818,PSUR8953,FSUR5986,73e66cd6-18e,37516286-743,1109de16-6,M,2024-Sep-09 00:00:00,1,120ea85c,421ccae9,791.0,True,False,False,135.0,8.0,,False,False,135.0,False,798.0,766.0,134.0,773.0,135.0,71e393a8,,086a9933,7c146f96,128.0,,,8.0,3.0,,,,,Unsought,Y,GAL,,C,,,,6,,,,,,,,,Yes,
1ec3c111-267,SCH7,2011-Jan-11 00:00:00,SUR7624,FOR6013,MID9454,PSUR4660,FSUR4137,8e0a7d6e-d42,fc80f9fd-6bf,fe7107d9-1,F,2024-Aug-14 00:00:00,1,4b3a52f9,3a755702,751.0,False,,True,138.0,8.0,,True,False,137.0,False,718.0,736.0,123.0,758.0,124.0,317ac454,,85fe8bad,43ff1803,135.0,,,,,,4.0,3.0,,"Sought, no reply",,ENG,,S,,N,,6,,,9,2,,N,,,Yes,
1ec6bbfc-31a,SCH8,2013-Jul-05 00:00:00,SUR4856,FOR5472,MID9785,PSUR5432,FSUR9301,375c5736-ce9,dc968840-0cc,fdc2d643-4,M,2020-Dec-29 00:00:00,1,4f3e8d2b,ca23de0d,778.0,True,False,False,132.0,8.0,3.0,False,False,134.0,False,728.0,757.0,137.0,826.0,137.0,66620061,,042db3a5,74f24137,126.0,,,8.0,,False,4.0,3.0,3.0,,,GAL,,M,,,P,N2,,,,,,,,,No,RB
1ee6e6fe-22e,SCH2,2013-Aug-29 00:00:00,SUR3376,FOR7600,MID8426,PSUR7246,FSUR6193,53f51479-3cf,8c274b4f-d23,cac151c3-5,M,2022-Mar-04 00:00:00,1,c7c30c65,7f7f2468,824.0,False,False,True,131.0,8.0,,False,False,131.0,False,754.0,804.0,123.0,762.0,127.0,03675868,,c6f155ed,e8a8295b,126.0,,,8.0,,,3.0,,,,N,ENG,,F,,,E,M,,,,,,,,,Yes,
1ef3785a-589,SCH2,2019-Aug-29 00:00:00,SUR8855,FOR3595,MID8506,PSUR9040,FSUR8185,66f12c3b-560,922a901e-7d2,8678070b-4,F,2024-Jan-28 00:00:00,1,c5bbbf82,fb5b696d,876.0,False,False,False,,8.0,3.0,False,False,130.0,False,767.0,793.0,142.0,766.0,141.0,2bb6a1c0,,c7a31975,97129a0c,116.0,,,,,,,,,,,ENG,,M,,,K,4,,1,,,,,7,,,
1ef37aba-31d,SCH1,2011-Sep-23 00:00:00,SUR1526,FOR6375,MID7611,PSUR9671,FSUR7082,f721fbaa-a76,d2753e8c-1bf,5c45c51f-2,M,2024-Jul-13 00:00:00,1,82615343,610ed2a2,802.0,False,False,False,134.0,8.0,,False,True,126.0,False,752.0,779.0,133.0,818.0,141.0,6c80d12d,,7e3d72f4,451c0181,133.0,,,8.0,3.0,,3.0,2.0,,,N,PNJA,,,N,,K,N2,,,,,,,,,,RB
